,Place_type,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,scope,types,user_ratings_total,vicinity
68,restaurant,"{'location': {'lat': 13.7073934, 'lng': 100.4922558}, 'viewport': {'northeast': {'lat': 13.7087324302915, 'lng': 100.4936108802915}, 'southwest': {'lat': 13.7060344697085, 'lng': 100.4909129197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a0563db6e18b6a2605cc1751af1c91db46a951f5,HARMONIC,{'open_now': False},"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108027260097667926999"">Narongrit Srivoravieng</a>'], 'photo_reference': 'CmRaAAAAd0_MY195nj3NIp-GuAXbgIGw77d4eLVjEqWpaBrjBSbM_PX01RIoPIOpzrB9yFBdd_lyCOzoAUEqKQqDGxALn5vWJYvPceb2jWO5nY31nhPkDcZHa6iuwH2DVJKQH-qWEhAEmO4nnZgk2sqno1fFgWwGGhR1ilcOBHk8yWJtHSBcEGQT5gc9Bw', 'width': 3648}]",ChIJxx5gm46Y4jARqEJdcpJNc9Q,"{'compound_code': 'PF4R+XW Bangkok, Thailand', 'global_code': '7P52PF4R+XW'}",,4.1,ChIJxx5gm46Y4jARqEJdcpJNc9Q,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",64,"180, 1 Charoen Nakhon Road, Samre, Thon Buri"
69,restaurant,"{'location': {'lat': 13.7073905, 'lng': 100.4922317}, 'viewport': {'northeast': {'lat': 13.7087362302915, 'lng': 100.4935720802915}, 'southwest': {'lat': 13.7060382697085, 'lng': 100.4908741197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,cd605b8d14695dd04e47f290ed96d9c16fef2f25,ครัวลูกกอล์ฟ,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116598382906433018794"">Joe K. Akrapol</a>'], 'photo_reference': 'CmRaAAAAN7XCEXTQIa1jMXZxcHvInLF-tleqyKVkL9sbxjP5rTm4OH42Uwxm4AseIo1I8iWExNIn4X7u1wcZU5beNe3hkTCAmsjKhqPqw7Tj9P9KO2ia9J-BQ9r58fKwwZvw7W0eEhAT0dkv0MlSCPQI3ufqVrZdGhS24j_stSNvgWe4DyFhGD-LdGcfkg', 'width': 4160}]",ChIJZ_6anI6Y4jARJNFgDqdDQaQ,"{'compound_code': 'PF4R+XV Bangkok, Thailand', 'global_code': '7P52PF4R+XV'}",,4.6,ChIJZ_6anI6Y4jARJNFgDqdDQaQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",5,"Samre, Thon Buri"
70,restaurant,"{'location': {'lat': 13.7111207, 'lng': 100.4987059}, 'viewport': {'northeast': {'lat': 13.7124584802915, 'lng': 100.5000282302915}, 'southwest': {'lat': 13.7097605197085, 'lng': 100.4973302697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,710ba848caf3b46a9e5ede8544287383fe527df6,Kormoo Yang,{'open_now': True},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116450403564621654138"">U-noob*</a>'], 'photo_reference': 'CmRaAAAA8vfe8x4wRUGy2sR_3_YD1RlEFfZ5WBAhmrkY82RDuTvAjSeR7N0HBVqBB8Ce3wd9IH-RJhQDtluUaUfHf0ohpG-GY2NM8MzbjWh4LBz_sgHUn76aXsbofa2GmuqEzWpdEhD9tG_87fsiWjJhkwoRBHXvGhQXZG1sp0pfaAih8b_QeEjXYRqHQA', 'width': 960}]",ChIJ7aBmHZOY4jARGy4UZneNi2Y,"{'compound_code': 'PF6X+CF Bangkok, Thailand', 'global_code': '7P52PF6X+CF'}",,4,ChIJ7aBmHZOY4jARGy4UZneNi2Y,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",9,"Bang Lamphu Lang, Khlong San"
71,restaurant,"{'location': {'lat': 13.7112275, 'lng': 100.4990868}, 'viewport': {'northeast': {'lat': 13.7125752302915, 'lng': 100.5004362802915}, 'southwest': {'lat': 13.7098772697085, 'lng': 100.4977383197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,20a054663a04851442fdf3361414acd2199bca4d,Sutunthip Vegetarian,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107647983865617573641"">Mon Phadungath</a>'], 'photo_reference': 'CmRaAAAAt4_lU1F3Se858EzIKtxrXhMJ43vcmhsAMADOw3YdDWQv99MWvcm5vO7QGB9sCPEM0jNC5_1NxDqPdTLHdksOu1TiXx4EjCUlwLkWalKp9J9_Lcj5cmJXRNU1IYfZIlkyEhADE5g6FHKFSk257qPdwYXoGhT9M4y6wRpeDKiOceuBnH-IQuvm0w', 'width': 4032}]",ChIJu-nAIJOY4jARVg7hiD91gyo,"{'compound_code': 'PF6X+FJ Bangkok, Thailand', 'global_code': '7P52PF6X+FJ'}",,4.5,ChIJu-nAIJOY4jARVg7hiD91gyo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",625,"Charoennakhon 36, Banglumpoolang, เขตคลองสาน"
72,restaurant,"{'location': {'lat': 13.7111143, 'lng': 100.4992815}, 'viewport': {'northeast': {'lat': 13.7124883802915, 'lng': 100.5006189302915}, 'southwest': {'lat': 13.7097904197085, 'lng': 100.4979209697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a7c3544bab69ad55d3ec4ce5f4e96c9ca4493969,ร้านครัวปักษ์ใต้,{'open_now': False},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116724664071814423741"">FREELAND NAKORN</a>'], 'photo_reference': 'CmRaAAAAbGhV4T3l8OOjCwHKMA8TaM7qe-KtAAGzKUSKpPLk9rPtE6MLwaveB7wvcE2d7qmLKS4aTQKXWNLlVw9QZWcz1amxqwMFSzKZQIAhz2yDjSQrl1QLVypr6J-N_uN32Ub_EhD8433xrW0r8Vhu0kpFvdZxGhQnmCNXmm40lFZQyTmdZQ-mpLMzPQ', 'width': 3120}]",ChIJzSmAGpOY4jARJFwYbXBFGXA,"{'compound_code': 'PF6X+CP Bangkok, Thailand', 'global_code': '7P52PF6X+CP'}",,4.2,ChIJzSmAGpOY4jARJFwYbXBFGXA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",6,"1591-1593 เจริญนคร 45, บางลำภูล่าง, คลองสาน"
73,restaurant,"{'location': {'lat': 13.7188475, 'lng': 100.490634}, 'viewport': {'northeast': {'lat': 13.7202000302915, 'lng': 100.4919717802915}, 'southwest': {'lat': 13.7175020697085, 'lng': 100.4892738197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,9454e7c0c647a378b8772a7a0ddcb4af03145137,ร้าน นิยม ชม ชอบ ตากสิน,{'open_now': True},"[{'height': 971, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107562257029852766572"">moonlight thailand</a>'], 'photo_reference': 'CmRaAAAAqLekk3Lv_rx5VueBDJXepYoWEQufPaq-a7Er4yWSKLxWXjLUNGmr_ELfCKREoXtr2MhFl7XG0Bjy1RWBgnCm16qAuHVH4xFUDbv7uUIHoCbB6xE8Dbvicr2HqIIsJ6BDEhC9-2aGEqpm91blFSI4sVCYGhSMX_h798JayuKRqzIMUZ3Q06kcHw', 'width': 720}]",ChIJ3ynZNYqY4jAR41UIaw9-mm8,"{'compound_code': 'PF9R+G7 Bangkok, Thailand', 'global_code': '7P52PF9R+G7'}",,3.3,ChIJ3ynZNYqY4jAR41UIaw9-mm8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",3,"Somdet Phra Chao Tak Sin Road, Bukkhalo, Thon Buri"
74,restaurant,"{'location': {'lat': 13.7068986, 'lng': 100.4887253}, 'viewport': {'northeast': {'lat': 13.7082870802915, 'lng': 100.4900844302915}, 'southwest': {'lat': 13.7055891197085, 'lng': 100.4873864697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a71149d72283b654086cb075e829338b2a6a7231,คุณลำใย อาหารตามสั่ง,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101403397612822066803"">วสันต์ อาวรณ์</a>'], 'photo_reference': 'CmRaAAAA0lLDH9yj6FGKnJG-PrlefWX3VgjKaJbGhJeggf9POYAa5w3c9gpAlDsfcdLweBJZGKPXm-NNx6UEy0ILcl1MAOu418YJibo43AaXGdloMEhUIC5F3sbGEgwCi_PtxN7rEhDW5T3gl9mDy-skAaiIoFjqGhRH7Txxv3hlFVIRHEGmITzS6G3AYA', 'width': 4160}]",ChIJPRS8aYmY4jARzxd4dRjpbZg,"{'compound_code': 'PF4Q+QF Bangkok, Thailand', 'global_code': '7P52PF4Q+QF'}",,4.4,ChIJPRS8aYmY4jARzxd4dRjpbZg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",10,"742, 744 Soi Somdet Phra Chao Tak Sin 27, Bukkhalo, Thon Buri"
75,restaurant,"{'location': {'lat': 13.711192, 'lng': 100.4994368}, 'viewport': {'northeast': {'lat': 13.7125568302915, 'lng': 100.5007787302915}, 'southwest': {'lat': 13.7098588697085, 'lng': 100.4980807697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,1c4bd36dbc4292e02338ad3a48ecb3e58da31693,Feed the Beast,{'open_now': False},"[{'height': 569, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111899984755365035387"">Feed the Beast Homemade BBQ</a>'], 'photo_reference': 'CmRaAAAAH1SYurkWIYNZ1TTrba802qVR3guQIqXr8_7ltGbrxQj4rp4iHPe3IwTxbKaRIz8MGyNLwF7fabCIkXEpw7oGrnlXQxTJipona6zkWILzz_uPDHrIHquZNUmTNR8mby3GEhAJWCwh7nc7F8U_TpEYPh0iGhQVS3_8SlanBsoFFUO7AjiWBb3sHw', 'width': 1043}]",ChIJv6yPEJOY4jAR22Y8fP3UmD0,"{'compound_code': 'PF6X+FQ Bangkok, Thailand', 'global_code': '7P52PF6X+FQ'}",2,4.5,ChIJv6yPEJOY4jAR22Y8fP3UmD0,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",111,"1583 Charoen Nakhon Road, Bang Lamphu Lang, Khlong San"
76,restaurant,"{'location': {'lat': 13.705369, 'lng': 100.491306}, 'viewport': {'northeast': {'lat': 13.7068120802915, 'lng': 100.4926977302915}, 'southwest': {'lat': 13.7041141197085, 'lng': 100.4899997697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,54f5992e3ed99d20691fb3af1fedcf7197ac6d74,Skyline,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113615325065597115682"">A G</a>'], 'photo_reference': 'CmRaAAAALbMmL2pzb8adhYqLJIydz75bZDQmX-c1avB8umI9EvYFJqy4TBfUCv0PiyOF9Y_oEekgjvJJ_VrA5XVPXc0Nzw1iAkyRgYyu4FgVPx7mIytiATKHttl-QzTCWOhl69JvEhCeVYuR_PolXcxpbd4j4HvWGhQMUIuwhgyqOhYNykVCiISQT67reg', 'width': 4032}]",ChIJw2t23I6Y4jARuCIXlswx0-s,"{'compound_code': 'PF4R+4G Bangkok, Thailand', 'global_code': '7P52PF4R+4G'}",,4.3,ChIJw2t23I6Y4jARuCIXlswx0-s,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",16,AVANI RIVERSIDE HOTEL F11
77,restaurant,"{'location': {'lat': 13.7054003, 'lng': 100.4909918}, 'viewport': {'northeast': {'lat': 13.7068866802915, 'lng': 100.4924032302915}, 'southwest': {'lat': 13.7041887197085, 'lng': 100.4897052697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,2965a1da96dadecb7234b191f9b57e7482c34a79,Bangkok Bold kitchen,{'open_now': True},"[{'height': 1058, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105975498945875241245"">Bangkok Bold kitchen</a>'], 'photo_reference': 'CmRaAAAAkGe8JP5HnsqIXVASz2-wEl7rf13M5wh2P1G5DFAk8IbqBb5CvREDv88JdRvsVx8PP9xCpXELFfbogahRjA_v5CnH3XpsG0yVHSn2btzPTu-6O5FsabqTGXNBihnWDl8jEhA4I-gZwq0UA7IBRkMQIU4wGhR_7gRmSGGYKal0MewcUChvkW-bwQ', 'width': 1059}]",ChIJrap62o6Y4jAR8xvb1ygB0Zs,"{'compound_code': 'PF4R+59 Bangkok, Thailand', 'global_code': '7P52PF4R+59'}",,4.3,ChIJrap62o6Y4jAR8xvb1ygB0Zs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",157,"257 Charoen Nakhon Road, Bang Lamphu Lang, Khlong San"
78,restaurant,"{'location': {'lat': 13.7054739, 'lng': 100.4905811}, 'viewport': {'northeast': {'lat': 13.7068384302915, 'lng': 100.4919039302915}, 'southwest': {'lat': 13.7041404697085, 'lng': 100.4892059697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,52aae659d07ca156e3c97f39d186b6dc2119eb11,THE COFFEE CLUB - Riverside Plaza,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115460136360865295633"">Ed Castroverde</a>'], 'photo_reference': 'CmRZAAAAl6U7oQtNSjpSsZmM25A3ZItlalCK__U8oZkCHkcrtGv7P-CzxWqRlD8BrEm3CUtDkC4fIyUe_bEB0owcRMJm8zZKF7LgGl5XtUznjjVqUYQvo0--74Jbl1j0N2eI_s88EhBCNqSYPcrE2oCnrb218xb6GhQhCAg84600aUQgn9kGTpKgEkbzaQ', 'width': 4032}]",ChIJlbBA_4yY4jAR9fnwLPKZMWc,"{'compound_code': 'PF4R+56 Bangkok, Thailand', 'global_code': '7P52PF4R+56'}",2,4.9,ChIJlbBA_4yY4jAR9fnwLPKZMWc,GOOGLE,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",3526,"Unnamed Road, Samre, Thon Buri"
79,restaurant,"{'location': {'lat': 13.7053087, 'lng': 100.4908604}, 'viewport': {'northeast': {'lat': 13.7067401302915, 'lng': 100.4920706802915}, 'southwest': {'lat': 13.7040421697085, 'lng': 100.4893727197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a2abc72de36f01ef172d901ac961a05fc9e0794e,Thai Express,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117441735479368767551"">YINGCHU CHEN</a>'], 'photo_reference': 'CmRaAAAARxzpNZI4hNDLUwMS9nV1fw5MWlGnilL7PgmYqRN9TE0ErGT5DFS9vd7RebbRvQgOyVqra4fy6BYXIY7WrPIytQs7bA2xo-WFZEz9zNoO-kASTPZAPxm4RYvjlCahkvbyEhCIWIIGMVvnb8qLIWxPDp55GhTBYEm00PjxHD86ss2hlbUuYjJ9nw', 'width': 4032}]",ChIJfa6hJ4-Y4jARbaeCBGVhKEc,"{'compound_code': 'PF4R+48 Bangkok, Thailand', 'global_code': '7P52PF4R+48'}",,3.9,ChIJfa6hJ4-Y4jARbaeCBGVhKEc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",54,"257, 6 Charoen Nakhon Road, Samre, Thon Buri"
80,restaurant,"{'location': {'lat': 13.7053758, 'lng': 100.4904849}, 'viewport': {'northeast': {'lat': 13.7067091802915, 'lng': 100.4918251802915}, 'southwest': {'lat': 13.7040112197085, 'lng': 100.4891272197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,b500cdcf1d0ac7d41d05d4a27c1d667ddcc78fd0,Sizzler,{'open_now': True},"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116568299818577107675"">Narakorn Rujikiatkhajohn</a>'], 'photo_reference': 'CmRaAAAAJVjWUaTkj6FTHLFwh_aMv84GMJVsztLlBbXEqp7GqHrqnJ5P8aLD15G5Vk8wlrA0Z6IkVo3IQVVEuOdldzbS7eSnPIznIUiLJBUESp3ZsnNFJt8Dgbqp9Tegm9rl8MZ7EhDtLjrRrf8a9ogwJLZb9HyhGhRO04HH7kC1fUYhgaPU_-UOPW81uw', 'width': 3648}]",ChIJjQOW046Y4jARgNFEmz2xVPs,"{'compound_code': 'PF4R+55 Bangkok, Thailand', 'global_code': '7P52PF4R+55'}",2,4.2,ChIJjQOW046Y4jARgNFEmz2xVPs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",456,"Room No.- 206 Charoennakorn Road Samrae, แขวง สำเหร่, เขตธนบุรี"
81,restaurant,"{'location': {'lat': 13.705242, 'lng': 100.4904621}, 'viewport': {'northeast': {'lat': 13.7065850302915, 'lng': 100.4918213802915}, 'southwest': {'lat': 13.7038870697085, 'lng': 100.4891234197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a95ccda194b5add90abac845824d0246e00b94f5,S & P,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101008545238791866908"">Tae Rapee</a>'], 'photo_reference': 'CmRaAAAAnyeVbNsP6honJ9lRHap_U34veTo8qZi1yy0thGDIvE3ofuWa5zkURprPQYMzWg38XbicA4lWFJWVgdK0Csa00PMyxlmEhlKQsXATrWVabs3uROAbyCsl9j7TSqQ_WXsmEhAGiS3xLUE-DJVWv_yPIBYeGhTAB9FuIonLnd6Y2X12JWTesfGEjQ', 'width': 4000}]",ChIJLVBl1I6Y4jARVlITaU0FL_4,"{'compound_code': 'PF4R+35 Bangkok, Thailand', 'global_code': '7P52PF4R+35'}",2,4.3,ChIJLVBl1I6Y4jARVlITaU0FL_4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",7,"257 Soi Charoen Nakhon 78, Bukkhalo, Thon Buri"
82,restaurant,"{'location': {'lat': 13.705195, 'lng': 100.4903964}, 'viewport': {'northeast': {'lat': 13.7065433302915, 'lng': 100.4917384302915}, 'southwest': {'lat': 13.7038453697085, 'lng': 100.4890404697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,f6bdfbd417c093c13b7fce52cc7fb88490815c85,The Pizza Company - Avani Riverside Plaza,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117054489390609115531"">Ias Naibaho</a>'], 'photo_reference': 'CmRaAAAAfpQyVtxO2HMFF2Xvw-h_WB7YcsCPDw4pHNxNu5faV6d25it9xP2bKiz9rUtljao_z5_VD_lz3YXgtOSqRF5I8zNqA1AeW09Lzg36rKs_6OFHS24DL7SXTjqH7bt9bDFREhBsSBSOqkaDwc5nkyOeHltLGhSMDQKoYtlNdNPZod0Gjv-cYA5K1A', 'width': 4032}]",ChIJSU_C2I6Y4jARgLeL_pF1AFc,"{'compound_code': 'PF4R+35 Bangkok, Thailand', 'global_code': '7P52PF4R+35'}",2,3.9,ChIJSU_C2I6Y4jARgLeL_pF1AFc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",13,"Samre, Thon Buri"
83,restaurant,"{'location': {'lat': 13.704604, 'lng': 100.492208}, 'viewport': {'northeast': {'lat': 13.7062051802915, 'lng': 100.4936716302915}, 'southwest': {'lat': 13.7035072197085, 'lng': 100.4909736697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,3b03902e75327531f13d2c9ec24062b846fcb146,Elephant Bar,{'open_now': True},"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116022126674141767450"">Christopher Raymond</a>'], 'photo_reference': 'CmRaAAAA4tQyINk-zSi91FVkwGbn_lT6QSyAveGiYHcv95VgnzLqEE_7S8Fc-TAN2I2F1uIniQAS3k9sPPqmftMhyv6VdZIxDJnP4x63Pqq364K-WiRAd6cImOdpjhyAqdfiJeroEhCNPbh7jeb7t2FwSo6O_RqtGhTFJS1-esovJsSSj09_Q4-_hufeoQ', 'width': 2560}]",ChIJtzTgz46Y4jAR6Reuj8B7SF8,"{'compound_code': 'PF3R+RV Bangkok, Thailand', 'global_code': '7P52PF3R+RV'}",,4.8,ChIJtzTgz46Y4jAR6Reuj8B7SF8,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",12,"Krung Thonburi Road, Khlong Ton Sai, Khlong San"
84,restaurant,"{'location': {'lat': 13.720299, 'lng': 100.4932959}, 'viewport': {'northeast': {'lat': 13.7216511302915, 'lng': 100.4946798802915}, 'southwest': {'lat': 13.7189531697085, 'lng': 100.4919819197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,d0af889e376684b85dbdffcf2f30528094311261,Jack Diamond,{'open_now': True},"[{'height': 1500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104253137350831221385"">Jack Diamond</a>'], 'photo_reference': 'CmRaAAAAK9R6s8Mk5vGOfNz7UdCARTAz1YjVX5AVdaIx2fpKdHxBugPl8dDTB8mgmNVf2tm7RDfloFoCnr3_R9dQZ01xyoaykCeADiOhCFVFB3MHJNaIpkyMp4StvncxnQLAK2mUEhB6EpKD57wavDVMhoTXW6QzGhTSAOyQJyFofgBuxvyU5-0Fk2aO9A', 'width': 2667}]",ChIJ7bgRnPGY4jARirA37Yewdp4,"{'compound_code': 'PFCV+48 Bangkok, Thailand', 'global_code': '7P52PFCV+48'}",,4.7,ChIJ7bgRnPGY4jARirA37Yewdp4,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",96,"26 Krung Thonburi 2 Alley, Bang Lamphu Lang, Khlong San"
85,restaurant,"{'location': {'lat': 13.7044719, 'lng': 100.4931289}, 'viewport': {'northeast': {'lat': 13.7061006802915, 'lng': 100.4942085302915}, 'southwest': {'lat': 13.7034027197085, 'lng': 100.4915105697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,ee01876867a70514eca62653cf24c1573afa4bf8,Manoha Cruises,,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103047422044213665330"">Chin Lim</a>'], 'photo_reference': 'CmRaAAAAiK5KRegUoAwPWNfmD7Y6FDyG7OUZ5kWMQDQ72NMok4qBzqmU2vqQ1hD5sqmRYSTMM8FVEj6F7LO03fduL03rAiViU6cDxbai7UZC8AMR2i5QmHSlup7Szr1Porxmhv4_EhAnsfTHaEvdvl8XcZCb1rrQGhSUE6KWiSjngH4xfhy5ROECSn-qrg', 'width': 4128}]",ChIJz5_uqo-Y4jAR3AD3fycnYJg,"{'compound_code': 'PF3V+Q7 Bangkok, Thailand', 'global_code': '7P52PF3V+Q7'}",,4,ChIJz5_uqo-Y4jAR3AD3fycnYJg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"257/1-3 Charoen Nakhon Road, Samre, Thon Buri"
86,restaurant,"{'location': {'lat': 13.704182, 'lng': 100.4923319}, 'viewport': {'northeast': {'lat': 13.7059557302915, 'lng': 100.4938231302915}, 'southwest': {'lat': 13.7032577697085, 'lng': 100.4911251697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,c7a107c65e84bb4b4bf40d6cfb8bb397cf586a19,Loy Nam,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101993699577511266012"">Christian Königmaier</a>'], 'photo_reference': 'CmRaAAAA9UCnFXnjqMZ3KmKQRtdTZGRC91At6n_-zEokz_YcU7KG0RFxoCgI12WBr95KS1ZGIyOfw1gE-b8aWY_V5tyKUdMmbvrChJhTgmZzFYVye3U_9BwKwtnVf7XJVGDIhHWvEhC2BuoK3_t_gxzqMhj2EDNsGhT2bcrNduuYV7aD7M6TazMFsT8x5g', 'width': 3024}]",ChIJ1Soi0I6Y4jARQHDjD3fW5vM,"{'compound_code': 'PF3R+MW Bangkok, Thailand', 'global_code': '7P52PF3R+MW'}",,4.2,ChIJ1Soi0I6Y4jARQHDjD3fW5vM,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",9,"257 / 1-3 Charoennakorn Rd, Thonburi, Bangkok"
87,restaurant,"{'location': {'lat': 13.720683, 'lng': 100.4938678}, 'viewport': {'northeast': {'lat': 13.7220997802915, 'lng': 100.4952150802915}, 'southwest': {'lat': 13.7194018197085, 'lng': 100.4925171197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,f974ee7bd4ef51a68994a206ea2adfc31427be53,The October,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113631587669440804647"">Chaninsaenkampa</a>'], 'photo_reference': 'CmRaAAAATUmhZy5in5vKnRi7bqJCXoYGtflxu6PiyO9ht4mdKyUE5CXNybSutKpuShoV9e0b9EbrubMxQsPUqse1JZcVeA5RETP87J2jqNea5M4-Ub2Hos5HBssWe1NeoFtCHnqdEhDO89IE4KBSyujr7JWM_EZqGhReO0ZPU6qZHLbbKkVBEK_os0OE1A', 'width': 4608}]",ChIJpf7hvPGY4jARQA1vKdKOAKs,"{'compound_code': 'PFCV+7G Bangkok, Thailand', 'global_code': '7P52PFCV+7G'}",,4.3,ChIJpf7hvPGY4jARQA1vKdKOAKs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",234,"38 Thanon Krung Thon Buri, Bang Lamphu Lang, Khlong San"
88,restaurant,"{'location': {'lat': 13.7038876, 'lng': 100.4925814}, 'viewport': {'northeast': {'lat': 13.7058085302915, 'lng': 100.4939478802915}, 'southwest': {'lat': 13.7031105697085, 'lng': 100.4912499197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,d98944b5e45c95d7b0d21a4b304a29027d4184eb,Longtail,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102409615599138053666"">Markus Morgenroth</a>'], 'photo_reference': 'CmRaAAAAoOTY5VG41aaqq8IGphhj7V-P3fBLxdRUgif3u8y8_s5xvg5S1RLgC5BJ-EHIFM5wWpwg8jD38EpzitG3jSvmWnj6KOqkr3C1EgdzCakYzLNeSOZDFOnkCgOZUJyox7EkEhBpPXRaoqwBuTzc9bV1O3wqGhTH0rIpyqkeZ2pnickepFYDQeZFCw', 'width': 4032}]",ChIJ81vkz46Y4jARYq_qTvPwusU,"{'compound_code': 'PF3V+H2 Bangkok, Thailand', 'global_code': '7P52PF3V+H2'}",,4.6,ChIJ81vkz46Y4jARYq_qTvPwusU,GOOGLE,"['bakery', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",16,"Krung Thonburi Road, Khlong Ton Sai, Khlong San"
